GeneSetName	Spearman.rho.estimate	p.value	method	alternative	q.value	n
GO_INSULIN_LIKE_GROWTH_FACTOR_BINDING	-0.16363636363636364	0.633869587610079	Spearman's rank correlation rho	two.sided	0.829157680494835	11
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	-0.07272727272727271	0.6339384733440034	Spearman's rank correlation rho	two.sided	0.829157680494835	45
GO_HEAD_DEVELOPMENT	0.028801539021023784	0.6344002694878234	Spearman's rank correlation rho	two.sided	0.8295915474730089	275
GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	-0.11278195488721804	0.6350108033570561	Spearman's rank correlation rho	two.sided	0.8297081849790863	20
GO_FATTY_ACID_DERIVATIVE_TRANSPORT	0.11278195488721804	0.6350108033570568	Spearman's rank correlation rho	two.sided	0.8297081849790863	20
GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY	-0.15384615384615385	0.6351399553775858	Spearman's rank correlation rho	two.sided	0.8297081849790863	12
GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	0.15384615384615385	0.6351399553775863	Spearman's rank correlation rho	two.sided	0.8297081849790863	12
GO_REGULATION_OF_GENE_EXPRESSION_BY_GENETIC_IMPRINTING	0.15384615384615385	0.6351399553775863	Spearman's rank correlation rho	two.sided	0.8297081849790863	12
GO_COFACTOR_TRANSPORT	0.1067193675889328	0.6353777630671849	Spearman's rank correlation rho	two.sided	0.8298488611408548	22
GO_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	0.11578947368421053	0.6361108372195255	Spearman's rank correlation rho	two.sided	0.8306362007211437	19
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.06693417570221122	0.6363945699919523	Spearman's rank correlation rho	two.sided	0.8308365862049418	52
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.13846153846153844	0.6375157536304418	Spearman's rank correlation rho	two.sided	0.8321299888951298	14
GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	0.07354273633343401	0.6382717645469322	Spearman's rank correlation rho	two.sided	0.8329463109106268	43
GO_RIBOSOME	-0.040388672130229425	0.6389620781778322	Spearman's rank correlation rho	two.sided	0.8336765813270273	137
GO_MEMORY	0.07365691597115306	0.6419189828976257	Spearman's rank correlation rho	two.sided	0.8371520556787313	42
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	-0.05262541022034693	0.642286999490091	Spearman's rank correlation rho	two.sided	0.8371520556787313	80
GO_CELLULAR_SENESCENCE	-0.08965517241379309	0.6425583055873766	Spearman's rank correlation rho	two.sided	0.8371520556787313	29
GO_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	-0.14285714285714285	0.6428289427232016	Spearman's rank correlation rho	two.sided	0.8371520556787313	13
GO_REGULATION_OF_TELOMERE_CAPPING	0.14285714285714285	0.6428289427232019	Spearman's rank correlation rho	two.sided	0.8371520556787313	13
GO_SPERMATID_DIFFERENTIATION	-0.06987357385137218	0.6435170754940635	Spearman's rank correlation rho	two.sided	0.8371520556787313	46
GO_CATECHOLAMINE_SECRETION	0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_CHROMATIN_SILENCING_AT_RDNA	0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_COPII_COATED_VESICLE_CARGO_LOADING	0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY	-0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_GLUCOCORTICOID_RECEPTOR_BINDING	-0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_HISTONE_H3_K4_TRIMETHYLATION	0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	-0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_REGULATION_OF_HEAT_GENERATION	0.18333333333333332	0.6436397707231041	Spearman's rank correlation rho	two.sided	0.8371520556787313	9
GO_STEROID_HORMONE_RECEPTOR_BINDING	0.06615384615384615	0.6437260647397758	Spearman's rank correlation rho	two.sided	0.8371520556787313	51
GO_POSITIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.11661506707946337	0.6443622378443603	Spearman's rank correlation rho	two.sided	0.8375463109130218	18
GO_REGULATION_OF_NECROTIC_CELL_DEATH	-0.11661506707946337	0.6443622378443611	Spearman's rank correlation rho	two.sided	0.8375463109130218	18
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	-0.06407470935772822	0.6444232083463185	Spearman's rank correlation rho	two.sided	0.8375463109130218	54
GO_N_METHYLTRANSFERASE_ACTIVITY	-0.0792792792792793	0.6446923459936844	Spearman's rank correlation rho	two.sided	0.8376184868465718	36
GO_RESPONSE_TO_CORTICOSTEROID	0.05514824104444016	0.6447414191032352	Spearman's rank correlation rho	two.sided	0.8376184868465718	72
GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS	0.04432071771521312	0.6452124074148281	Spearman's rank correlation rho	two.sided	0.8380596542466949	110
GO_NEPHRON_DEVELOPMENT	0.074671669793621	0.6459554243365484	Spearman's rank correlation rho	two.sided	0.8388539051534296	40
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT	-0.09615384615384616	0.6464109983773532	Spearman's rank correlation rho	two.sided	0.8390482292464833	25
GO_MRNA_BINDING	-0.03993815384231724	0.6464330118766314	Spearman's rank correlation rho	two.sided	0.8390482292464833	134
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING	0.11228070175438597	0.6464997511646947	Spearman's rank correlation rho	two.sided	0.8390482292464833	19
GO_ADULT_BEHAVIOR	0.07061310782241015	0.6477749519702614	Spearman's rank correlation rho	two.sided	0.8398961609345879	44
GO_EPIDERMAL_CELL_DIFFERENTIATION	-0.06602641056422569	0.6477890894536235	Spearman's rank correlation rho	two.sided	0.8398961609345879	50
GO_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	-0.12857142857142856	0.6482017991872814	Spearman's rank correlation rho	two.sided	0.8398961609345879	15
GO_STRUCTURAL_CONSTITUENT_OF_MUSCLE	-0.12857142857142856	0.6482017991872814	Spearman's rank correlation rho	two.sided	0.8398961609345879	15
GO_CHAPERONE_MEDIATED_AUTOPHAGY	0.13406593406593406	0.6484761606914695	Spearman's rank correlation rho	two.sided	0.8398961609345879	14
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	0.13406593406593406	0.6484761606914695	Spearman's rank correlation rho	two.sided	0.8398961609345879	14
GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	0.13406593406593406	0.6484761606914695	Spearman's rank correlation rho	two.sided	0.8398961609345879	14
GO_MITOTIC_RECOMBINATION	0.13406593406593406	0.6484761606914695	Spearman's rank correlation rho	two.sided	0.8398961609345879	14
GO_MYOSIN_BINDING	0.09333333333333332	0.6490832418665845	Spearman's rank correlation rho	two.sided	0.8398961609345879	26
GO_PROTEIN_DNA_COMPLEX	0.06031560490940971	0.6491693758874948	Spearman's rank correlation rho	two.sided	0.8398961609345879	59
GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	-0.07392120075046903	0.6492847970924729	Spearman's rank correlation rho	two.sided	0.8398961609345879	40
GO_TRANS_GOLGI_NETWORK	-0.042417252912005536	0.65074306762667955	Spearman's rank correlation rho	two.sided	0.8398961609345879	116
GO_CONDENSED_CHROMOSOME	0.046190922479582265	0.6510018920613021	Spearman's rank correlation rho	two.sided	0.8398961609345879	98
GO_ACTIVATION_OF_MAPKK_ACTIVITY	0.14685314685314688	0.6510733511166211	Spearman's rank correlation rho	two.sided	0.8398961609345879	12
GO_RESPONSE_TO_MUSCLE_STRETCH	0.14685314685314688	0.6510733511166211	Spearman's rank correlation rho	two.sided	0.8398961609345879	12
GO_RESPONSE_TO_UV_B	0.14685314685314688	0.6510733511166211	Spearman's rank correlation rho	two.sided	0.8398961609345879	12
GO_SINGLE_STRANDED_DNA_HELICASE_ACTIVITY	0.14685314685314688	0.6510733511166211	Spearman's rank correlation rho	two.sided	0.8398961609345879	12
GO_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	-0.14685314685314688	0.6510733511166211	Spearman's rank correlation rho	two.sided	0.8398961609345879	12
GO_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	-0.1105263157894737	0.6517186470687973	Spearman's rank correlation rho	two.sided	0.8398961609345879	19
GO_CATION_CHANNEL_ACTIVITY	-0.05425888665325284	0.6524439243189389	Spearman's rank correlation rho	two.sided	0.8398961609345879	71
GO_LYMPHOCYTE_APOPTOTIC_PROCESS	0.07960275019098548	0.6534158776611543	Spearman's rank correlation rho	two.sided	0.8398961609345879	34
GO_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.15454545454545454	0.6535389379592633	Spearman's rank correlation rho	two.sided	0.8398961609345879	11
GO_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	0.15454545454545454	0.6535389379592633	Spearman's rank correlation rho	two.sided	0.8398961609345879	11
GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	0.15454545454545454	0.6535389379592633	Spearman's rank correlation rho	two.sided	0.8398961609345879	11
GO_REGULATION_OF_MITOCHONDRIAL_FISSION	0.15454545454545454	0.6535389379592633	Spearman's rank correlation rho	two.sided	0.8398961609345879	11
GO_T_HELPER_17_TYPE_IMMUNE_RESPONSE	0.15454545454545454	0.6535389379592633	Spearman's rank correlation rho	two.sided	0.8398961609345879	11
GO_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	-0.057411674347158215	0.6541633872890992	Spearman's rank correlation rho	two.sided	0.8398961609345879	63
GO_PROTEIN_LOCALIZATION_TO_CILIUM	0.08812260536398467	0.6545580279828338	Spearman's rank correlation rho	two.sided	0.8398961609345879	28
GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	0.06334841628959276	0.6546116530404014	Spearman's rank correlation rho	two.sided	0.8398961609345879	52
GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.13736263736263737	0.6560003501857622	Spearman's rank correlation rho	two.sided	0.8398961609345879	13
GO_ONE_CARBON_METABOLIC_PROCESS	0.13736263736263737	0.6560003501857622	Spearman's rank correlation rho	two.sided	0.8398961609345879	13
GO_REGULATION_OF_FATTY_ACID_OXIDATION	0.13736263736263737	0.6560003501857622	Spearman's rank correlation rho	two.sided	0.8398961609345879	13
GO_CHROMOSOME_TELOMERIC_REGION	-0.053588195841716965	0.6564679846853279	Spearman's rank correlation rho	two.sided	0.8398961609345879	71
GO_MITOPHAGY	0.1636363636363636	0.656721421523199	Spearman's rank correlation rho	two.sided	0.8398961609345879	10
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	0.1636363636363636	0.656721421523199	Spearman's rank correlation rho	two.sided	0.8398961609345879	10
GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	0.1636363636363636	0.656721421523199	Spearman's rank correlation rho	two.sided	0.8398961609345879	10
GO_MUSCLE_FIBER_DEVELOPMENT	-0.09994353472614341	0.6571929359303522	Spearman's rank correlation rho	two.sided	0.8398961609345879	22
GO_LYSOPHOSPHOLIPASE_ACTIVITY	0.12499999999999997	0.6575209193344641	Spearman's rank correlation rho	two.sided	0.8398961609345879	15
GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	-0.12499999999999997	0.6575209193344641	Spearman's rank correlation rho	two.sided	0.8398961609345879	15
GO_RESPONSE_TO_OXYGEN_RADICAL	-0.12499999999999997	0.6575209193344641	Spearman's rank correlation rho	two.sided	0.8398961609345879	15
GO_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_ADP_RIBOSYLATION_FACTOR_BINDING	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_ADULT_HEART_DEVELOPMENT	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_ALDEHYDE_BIOSYNTHETIC_PROCESS	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_APICAL_PROTEIN_LOCALIZATION	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_CHONDROCYTE_PROLIFERATION	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_FMN_BINDING	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_HYPOTHALAMUS_DEVELOPMENT	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_INTERLEUKIN_5_PRODUCTION	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_L_ASPARTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_LONG_CHAIN_FATTY_ACID_TRANSPORTER_ACTIVITY	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_MAST_CELL_MIGRATION	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_MISMATCH_REPAIR_COMPLEX	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_MULTIVESICULAR_BODY_MEMBRANE	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_NEUTROPHIL_DIFFERENTIATION	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_PANCREATIC_JUICE_SECRETION	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_REGULATION_OF_CILIUM_BEAT_FREQUENCY	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_REGULATION_OF_CILIUM_MOVEMENT	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_REGULATION_OF_RIBOSOME_BIOGENESIS	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_SMN_COMPLEX	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_SPINAL_CORD_PATTERNING	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_THYROID_HORMONE_GENERATION	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_U4_SNRNA_3_END_PROCESSING	-0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_VERY_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_ZYMOGEN_INHIBITION	0.2571428571428572	0.6583333333333333	Spearman's rank correlation rho	two.sided	0.8398961609345879	6
GO_PHOSPHATASE_BINDING	0.04582866741321389	0.6586809076732029	Spearman's rank correlation rho	two.sided	0.8398961609345879	95
GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	-0.09683794466403162	0.6592997729374399	Spearman's rank correlation rho	two.sided	0.8398961609345879	23
GO_RENAL_SYSTEM_DEVELOPMENT	-0.04597045117942419	0.6594239498337161	Spearman's rank correlation rho	two.sided	0.8398961609345879	94
GO_NEURON_PROJECTION_CYTOPLASM	0.06793516560958422	0.6603124032904375	Spearman's rank correlation rho	two.sided	0.8398961609345879	44
GO_1_PHOSPHATIDYLINOSITOL_BINDING	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_ACYLGLYCEROL_LIPASE_ACTIVITY	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_ATRIAL_SEPTUM_DEVELOPMENT	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_CELLULAR_RESPONSE_TO_COLD	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_CHROMATIN_MEDIATED_MAINTENANCE_OF_TRANSCRIPTION	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_HETEROTRIMERIC_G_PROTEIN_COMPLEX	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_KETONE_BODY_METABOLIC_PROCESS	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_LYMPH_VESSEL_MORPHOGENESIS	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_MUSCLE_ATROPHY	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_POSITIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_REGULATION_OF_DNA_CATABOLIC_PROCESS	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_RESPONSE_TO_HERBICIDE	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_RNA_POLYMERASE_III_REGULATORY_REGION_DNA_BINDING	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_SMN_SM_PROTEIN_COMPLEX	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_THYROID_HORMONE_METABOLIC_PROCESS	0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_TRIGLYCERIDE_LIPASE_ACTIVITY	-0.21428571428571422	0.6615079365079365	Spearman's rank correlation rho	two.sided	0.8398961609345879	7
GO_INTERLEUKIN_1_SECRETION	-0.1176470588235294	0.6644347441687356	Spearman's rank correlation rho	two.sided	0.8402152089291582	16
GO_RAN_GTPASE_BINDING	0.09304347826086956	0.664460989438451	Spearman's rank correlation rho	two.sided	0.8402152089291582	24
GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	0.09768492377188027	0.6645275735077677	Spearman's rank correlation rho	two.sided	0.8402152089291582	22
GO_METALLOENDOPEPTIDASE_ACTIVITY	0.09768492377188027	0.6645275735077677	Spearman's rank correlation rho	two.sided	0.8402152089291582	22
GO_AXIS_ELONGATION	0.1904761904761905	0.6645833333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	8
GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.1904761904761905	0.6645833333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	8
GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	0.1904761904761905	0.6645833333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	8
GO_L_GLUTAMATE_IMPORT	-0.1904761904761905	0.6645833333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	8
GO_METALLOAMINOPEPTIDASE_ACTIVITY	0.1904761904761905	0.6645833333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	8
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS	-0.1904761904761905	0.6645833333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	8
GO_REGULATION_OF_VASCULOGENESIS	0.1904761904761905	0.6645833333333333	Spearman's rank correlation rho	two.sided	0.8402152089291582	8
GO_EXTRACELLULAR_MATRIX	0.04021269524759056	0.6650595092680917	Spearman's rank correlation rho	two.sided	0.8402152089291582	118
GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	0.06306122448979591	0.665979968360949	Spearman's rank correlation rho	two.sided	0.8402152089291582	49
GO_SNRNA_PROCESSING	0.1127450980392157	0.6664242810585438	Spearman's rank correlation rho	two.sided	0.8402152089291582	17
GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	0.1214285714285714	0.66688912097674935	Spearman's rank correlation rho	two.sided	0.8402152089291582	15
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	0.08164627363737485	0.6669351569522755	Spearman's rank correlation rho	two.sided	0.8402152089291582	30
GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	-0.13986013986013987	0.6671505359874285	Spearman's rank correlation rho	two.sided	0.8402152089291582	12
GO_DNA_DEALKYLATION	-0.13986013986013987	0.6671505359874285	Spearman's rank correlation rho	two.sided	0.8402152089291582	12
GO_QUATERNARY_AMMONIUM_GROUP_BINDING	0.13986013986013987	0.6671505359874287	Spearman's rank correlation rho	two.sided	0.8402152089291582	12
GO_RECYCLING_ENDOSOME_MEMBRANE	-0.07624140565317035	0.6672079294912482	Spearman's rank correlation rho	two.sided	0.8402152089291582	34
GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	0.05496351766513057	0.6680304347518321	Spearman's rank correlation rho	two.sided	0.8402152089291582	63
GO_ENDOCRINE_HORMONE_SECRETION	0.10835913312693499	0.6682917448203717	Spearman's rank correlation rho	two.sided	0.8402152089291582	18
GO_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	0.10835913312693499	0.6682917448203717	Spearman's rank correlation rho	two.sided	0.8402152089291582	18
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT	-0.12527472527472527	0.6706043707948159	Spearman's rank correlation rho	two.sided	0.8402152089291582	14
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	0.12527472527472527	0.6706043707948159	Spearman's rank correlation rho	two.sided	0.8402152089291582	14
GO_TRANSLATION_INITIATION_FACTOR_BINDING	0.09542631281761715	0.6718926945995376	Spearman's rank correlation rho	two.sided	0.8402152089291582	22
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	0.04098332171107679	0.6722052712659805	Spearman's rank correlation rho	two.sided	0.8402152089291582	109
GO_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS	-0.11470588235294117	0.672466624040331	Spearman's rank correlation rho	two.sided	0.8402152089291582	16
