ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
MF	GO:0008408	3'-5' exonuclease activity	34	-0.4605638333566654	-1.653697396284582	0.009824027048619037	0.029028588816712886	0.016438216474181467	2829	tags=50%, list=26%, signal=37%
MF	GO:0051393	alpha-actinin binding	18	0.5554220453591687	1.7430415382772946	0.009829194314065523	0.029030619487303823	0.016439366395831895	2364	tags=56%, list=22%, signal=43%
BP	GO:0051640	organelle localization	427	-0.24258648685150225	-1.3113761136748465	0.009848272610228548	0.029073715951836443	0.016463770923993152	2986	tags=35%, list=28%, signal=26%
BP	GO:0001892	embryonic placenta development	57	0.3796354479180748	1.5836639938217194	0.009879747100838183	0.029140972125941255	0.016501856535255235	2297	tags=42%, list=21%, signal=33%
MF	GO:0070717	poly-purine tract binding	16	-0.5833892785706992	-1.7178505321011792	0.009880048728501997	0.029140972125941255	0.016501856535255235	3458	tags=62%, list=32%, signal=42%
BP	GO:0033522	histone H2A ubiquitination	21	-0.5353671648176088	-1.7003297347550548	0.00989614554068596	0.029175169746881266	0.016521221854715412	2876	tags=48%, list=27%, signal=35%
BP	GO:0034377	plasma lipoprotein particle assembly	16	0.5779707994417252	1.7527961480652265	0.009924398258221355	0.029245157213858293	0.016560854133773555	722	tags=25%, list=7%, signal=23%
BP	GO:0071715	icosanoid transport	18	0.5549074882767617	1.7414267403485046	0.009940788254960909	0.029266836843319717	0.01657313080503777	791	tags=28%, list=7%, signal=26%
BP	GO:1901571	fatty acid derivative transport	18	0.5549074882767617	1.7414267403485046	0.009940788254960909	0.029266836843319717	0.01657313080503777	791	tags=28%, list=7%, signal=26%
BP	GO:0060669	embryonic placenta morphogenesis	15	0.5905730312508927	1.7574886898308058	0.009962980667682012	0.029318853190998834	0.016602586456111425	1366	tags=53%, list=13%, signal=47%
MF	GO:0003735	structural constituent of ribosome	73	-0.36585555805865017	-1.5477752284518203	0.010025484695294707	0.029489396652523692	0.016699161262296553	3382	tags=40%, list=31%, signal=27%
BP	GO:0030073	insulin secretion	116	0.3075104292659498	1.4673584257214058	0.010031510169412925	0.029493732258528017	0.016701616415404266	2797	tags=37%, list=26%, signal=28%
BP	GO:0051937	catecholamine transport	18	0.5543494680035895	1.7396755449765042	0.01008586037812491	0.029640079478571165	0.016784489451315637	2300	tags=56%, list=21%, signal=44%
BP	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	18	0.5541992954682516	1.7392042691796765	0.010108179166303986	0.029692203534746067	0.016814006095211956	2634	tags=50%, list=25%, signal=38%
CC	GO:0030137	COPI-coated vesicle	24	-0.5121518522853035	-1.6852550289730381	0.010118684373014202	0.029709594353027655	0.01682385411219207	2706	tags=54%, list=25%, signal=41%
BP	GO:0046006	regulation of activated T cell proliferation	19	0.5439785657612668	1.7326026025609813	0.010134447503740866	0.02974240028271776	0.01684243134918033	2000	tags=42%, list=19%, signal=34%
BP	GO:0070741	response to interleukin-6	23	0.5102660184612149	1.7123830396897193	0.010141933105059276	0.029750894758163924	0.016847241573580155	1462	tags=35%, list=14%, signal=30%
BP	GO:0036150	phosphatidylserine acyl-chain remodeling	13	0.6185124072805435	1.7648604780039006	0.010219652872383717	0.029965317019478046	0.016968663926234643	1605	tags=46%, list=15%, signal=39%
BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	82	0.33899476115750116	1.521199083919106	0.01023016686443721	0.029982578598621946	0.016978438758089034	2820	tags=41%, list=26%, signal=31%
CC	GO:0035580	specific granule lumen	37	0.43455074072481065	1.6454201179532453	0.010256996263326896	0.030047620156581502	0.017015270283600246	1418	tags=30%, list=13%, signal=26%
MF	GO:0003712	transcription coregulator activity	372	-0.2484134868572202	-1.325269573172666	0.010266520356352409	0.030049060460782	0.01701608589445842	2560	tags=30%, list=24%, signal=24%
BP	GO:0034446	substrate adhesion-dependent cell spreading	65	0.363521496381745	1.5588566517024176	0.010266762324100516	0.030049060460782	0.01701608589445842	2666	tags=42%, list=25%, signal=31%
BP	GO:0035456	response to interferon-beta	16	0.5765305253285966	1.7484282683728816	0.010329566603442595	0.03021922870894267	0.01711244822601919	1531	tags=50%, list=14%, signal=43%
BP	GO:0065004	protein-DNA complex assembly	111	-0.32550183421355205	-1.483133871628354	0.010443615693980302	0.030539092823552504	0.017293579854272913	3836	tags=48%, list=36%, signal=31%
BP	GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	10	0.6718471561385743	1.767735141550042	0.01050102966354068	0.030693131357574923	0.017380808302876246	1713	tags=60%, list=16%, signal=50%
BP	GO:0051148	negative regulation of muscle cell differentiation	39	0.4259584190360244	1.633396627347394	0.01051218249222126	0.03071187671307203	0.017391423362860477	1203	tags=26%, list=11%, signal=23%
BP	GO:0045981	positive regulation of nucleotide metabolic process	27	0.4813843387378338	1.686115142835848	0.010568109229376725	0.03084745396682936	0.017468197616693822	1706	tags=41%, list=16%, signal=34%
BP	GO:1900544	positive regulation of purine nucleotide metabolic process	27	0.4813843387378338	1.686115142835848	0.010568109229376725	0.03084745396682936	0.017468197616693822	1706	tags=41%, list=16%, signal=34%
BP	GO:0070233	negative regulation of T cell apoptotic process	12	0.6334789364221405	1.763866374769717	0.010578691996634254	0.030864441304903182	0.017477817152191762	2227	tags=58%, list=21%, signal=46%
BP	GO:0032370	positive regulation of lipid transport	32	0.45418837140537294	1.6602288743092373	0.010593846475613693	0.030894745797469276	0.017494977883362232	2769	tags=50%, list=26%, signal=37%
CC	GO:0005925	focal adhesion	311	0.24160846078176634	1.3205874375448636	0.010627030370372397	0.030977578407563263	0.017541884069000247	3094	tags=38%, list=29%, signal=28%
BP	GO:0048247	lymphocyte chemotaxis	21	0.5244546712362068	1.716978220208461	0.01063991930964922	0.030992841392666698	0.017550527143410675	1153	tags=29%, list=11%, signal=26%
BP	GO:0050687	negative regulation of defense response to virus	21	-0.532932933400659	-1.6925985993184525	0.010641832113994353	0.030992841392666698	0.017550527143410675	2946	tags=57%, list=27%, signal=42%
BP	GO:0086019	cell-cell signaling involved in cardiac conduction	21	0.5242532547804712	1.7163188159040348	0.01067578168777317	0.031077747231253436	0.0175986073502517	2589	tags=57%, list=24%, signal=43%
BP	GO:0055025	positive regulation of cardiac muscle tissue development	35	0.4412564918680189	1.6487924121899284	0.010728738016802125	0.031217881611530208	0.01767796219912188	2058	tags=43%, list=19%, signal=35%
BP	GO:2000785	regulation of autophagosome assembly	27	-0.49169889263669825	-1.6679009524921589	0.010740236026651298	0.031237311244479538	0.017688964749554205	1932	tags=63%, list=18%, signal=52%
MF	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	283	0.24631857830821002	1.3320134273261646	0.010748802692324286	0.03124820163582834	0.017695131725551917	1991	tags=25%, list=19%, signal=21%
BP	GO:0010827	regulation of glucose transmembrane transport	49	0.39533594538327455	1.596394744002822	0.010772677769993272	0.03130356589666206	0.017726483222183877	1426	tags=27%, list=13%, signal=23%
BP	GO:1903580	positive regulation of ATP metabolic process	26	0.4867981906629749	1.68856609050492	0.010848490860394442	0.031475988533566826	0.01782412216179564	1706	tags=42%, list=16%, signal=36%
BP	GO:0061042	vascular wound healing	10	0.670419671875888	1.7639792067781164	0.010861466847471335	0.031475988533566826	0.01782412216179564	2455	tags=70%, list=23%, signal=54%
MF	GO:0015026	coreceptor activity	24	0.5001547422227849	1.6978961338664038	0.010861764474291049	0.031475988533566826	0.01782412216179564	2878	tags=58%, list=27%, signal=43%
BP	GO:0032008	positive regulation of TOR signaling	26	-0.49732418778158405	-1.670720907772261	0.010874526901469705	0.031475988533566826	0.01782412216179564	1045	tags=73%, list=10%, signal=66%
MF	GO:0004601	peroxidase activity	25	0.4932849903579075	1.692919608983323	0.010874536193259005	0.031475988533566826	0.01782412216179564	1780	tags=36%, list=17%, signal=30%
BP	GO:0002287	alpha-beta T cell activation involved in immune response	38	0.4288339021030987	1.6343389787870295	0.010876802028017947	0.031475988533566826	0.01782412216179564	1744	tags=39%, list=16%, signal=33%
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	38	0.4288339021030987	1.6343389787870295	0.010876802028017947	0.031475988533566826	0.01782412216179564	1744	tags=39%, list=16%, signal=33%
BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	38	0.4288339021030987	1.6343389787870295	0.010876802028017947	0.031475988533566826	0.01782412216179564	1744	tags=39%, list=16%, signal=33%
BP	GO:0042093	T-helper cell differentiation	38	0.4288339021030987	1.6343389787870295	0.010876802028017947	0.031475988533566826	0.01782412216179564	1744	tags=39%, list=16%, signal=33%
BP	GO:2000117	negative regulation of cysteine-type endopeptidase activity	58	0.37478361974707564	1.5691589917401507	0.010880588628887298	0.031475988533566826	0.01782412216179564	2534	tags=43%, list=24%, signal=33%
BP	GO:0035929	steroid hormone secretion	10	0.6700768962711197	1.7630773104514315	0.010909818177023009	0.03154646219862075	0.01786402976354645	1816	tags=50%, list=17%, signal=42%
MF	GO:0098847	sequence-specific single stranded DNA binding	12	-0.6321590630955385	-1.7094969276509977	0.010919105419165725	0.03155923421774928	0.017871262261707932	1178	tags=58%, list=11%, signal=52%
CC	GO:0005930	axoneme	50	-0.4058309587645801	-1.5905475966731166	0.010968042879397295	0.03168654385131274	0.017943354754008482	817	tags=22%, list=8%, signal=20%
BP	GO:0046890	regulation of lipid biosynthetic process	126	0.2993847613772303	1.4478393265294394	0.010980120203421173	0.031701216073700786	0.017951663293197032	2769	tags=40%, list=26%, signal=30%
BP	GO:2001235	positive regulation of apoptotic signaling pathway	131	0.29635045421498074	1.4418971899705189	0.010982905877385535	0.031701216073700786	0.017951663293197032	2275	tags=31%, list=21%, signal=25%
BP	GO:0010039	response to iron ion	23	0.5072086816762504	1.7021230351670182	0.011012012491372274	0.031771077891403536	0.01799122441998582	2227	tags=48%, list=21%, signal=38%
BP	GO:0014065	phosphatidylinositol 3-kinase signaling	100	0.31835021334336955	1.4810910632581555	0.011040184051298994	0.031838180975708716	0.01802922334004558	2355	tags=34%, list=22%, signal=27%
BP	GO:0055081	anion homeostasis	24	0.4995124534115214	1.6957157292887657	0.011061991698444303	0.03188631533894012	0.018056480713376424	2031	tags=42%, list=19%, signal=34%
BP	GO:0032786	positive regulation of DNA-templated transcription, elongation	20	-0.5395457311622528	-1.6909222943528237	0.011066716542789557	0.03188631533894012	0.018056480713376424	2918	tags=60%, list=27%, signal=44%
BP	GO:0055067	monovalent inorganic cation homeostasis	65	0.3615425492648645	1.5503705101475949	0.011077974875856345	0.03190456764246627	0.018066816569466765	1990	tags=37%, list=19%, signal=30%
BP	GO:0019835	cytolysis	12	0.631555927794081	1.7585119264014986	0.011088854387286134	0.03192171320729194	0.018076525705103916	1160	tags=58%, list=11%, signal=52%
BP	GO:0071875	adrenergic receptor signaling pathway	13	0.6147314651610751	1.7540719550288983	0.0111286070664001	0.03202192441841591	0.018133272989375875	2093	tags=69%, list=19%, signal=56%
BP	GO:0044264	cellular polysaccharide metabolic process	61	0.36863269819444455	1.5600805370911572	0.011134031215468968	0.03202331215101594	0.018134058830156195	1721	tags=28%, list=16%, signal=24%
BP	GO:0051972	regulation of telomerase activity	35	-0.4521382612568438	-1.6347476446030849	0.01121013525910857	0.032227895509770864	0.018249909640523268	2462	tags=40%, list=23%, signal=31%
BP	GO:1904706	negative regulation of vascular smooth muscle cell proliferation	14	0.5991614895760682	1.7472861779833195	0.011241612599123828	0.032304057491052064	0.018293038403802392	513	tags=21%, list=5%, signal=20%
CC	GO:0030658	transport vesicle membrane	118	0.3043268654340341	1.456226137226401	0.011249468326953256	0.032312302641248715	0.01829770744109698	2137	tags=29%, list=20%, signal=23%
CC	GO:1902562	H4 histone acetyltransferase complex	28	-0.4844563281335655	-1.6585858274118044	0.011301137107432533	0.0324463307293588	0.0183736044383601	3449	tags=64%, list=32%, signal=44%
BP	GO:0003298	physiological muscle hypertrophy	22	0.5134784890047543	1.702744237696076	0.011332443017944718	0.03249302245853176	0.018400044881488255	1979	tags=41%, list=18%, signal=33%
BP	GO:0003301	physiological cardiac muscle hypertrophy	22	0.5134784890047543	1.702744237696076	0.011332443017944718	0.03249302245853176	0.018400044881488255	1979	tags=41%, list=18%, signal=33%
BP	GO:0061049	cell growth involved in cardiac muscle cell development	22	0.5134784890047543	1.702744237696076	0.011332443017944718	0.03249302245853176	0.018400044881488255	1979	tags=41%, list=18%, signal=33%
BP	GO:0014823	response to activity	45	0.404812651114567	1.604231496799166	0.01138849865272564	0.03263930617853257	0.018482881958798658	1819	tags=36%, list=17%, signal=30%
BP	GO:2000401	regulation of lymphocyte migration	38	0.42717954184157425	1.6280340074517274	0.011416752654566587	0.03270581662316158	0.018520545280757188	1033	tags=26%, list=10%, signal=24%
MF	GO:0061650	ubiquitin-like protein conjugating enzyme activity	19	-0.5472779225451182	-1.6913672664031059	0.011433986902098521	0.03274071370994185	0.018540306691497286	2388	tags=47%, list=22%, signal=37%
BP	GO:0046596	regulation of viral entry into host cell	18	0.5490141091683107	1.7229319674588133	0.01145623397232024	0.03278992762395545	0.018568175389393878	1409	tags=39%, list=13%, signal=34%
BP	GO:1901570	fatty acid derivative biosynthetic process	61	0.3679170958051517	1.557052055447234	0.011470435012159596	0.03281607897518507	0.018582984292965423	2498	tags=38%, list=23%, signal=29%
BP	GO:0019218	regulation of steroid metabolic process	85	0.3328710736798879	1.5037170328813356	0.011475679424571538	0.03281659429444994	0.01858327610631132	1288	tags=24%, list=12%, signal=21%
CC	GO:0015935	small ribosomal subunit	42	-0.4264388427171906	-1.6080710129011038	0.011488327434161344	0.03283827162477526	0.01859555147562809	2536	tags=36%, list=24%, signal=27%
BP	GO:0042158	lipoprotein biosynthetic process	62	-0.37943967594511113	-1.5551134280464893	0.011500356329388091	0.032858160941108834	0.01860681433409769	2767	tags=42%, list=26%, signal=31%
BP	GO:0042274	ribosomal small subunit biogenesis	22	-0.5221396576955892	-1.6793257915557218	0.011510152993776005	0.03287165773453879	0.018614457255133565	3365	tags=59%, list=31%, signal=41%
BP	GO:0001676	long-chain fatty acid metabolic process	53	0.3838293792102	1.576919307222131	0.011536338887780988	0.032931927750141324	0.018648586766892895	2540	tags=38%, list=24%, signal=29%
MF	GO:0035198	miRNA binding	21	-0.5297868496282743	-1.6826066159885849	0.011548211435545958	0.03294942636203575	0.018658495824895493	3178	tags=67%, list=30%, signal=47%
BP	GO:0021602	cranial nerve morphogenesis	12	0.6296883421418773	1.753311798434293	0.011552638378787845	0.03294942636203575	0.018658495824895493	1545	tags=42%, list=14%, signal=36%
BP	GO:0050798	activated T cell proliferation	22	0.5126410424226548	1.6999671839877268	0.01155913676815514	0.032953456338603304	0.018660777907142805	2000	tags=41%, list=19%, signal=33%
BP	GO:0032418	lysosome localization	41	0.4159358073060771	1.6139904705383241	0.011702950171265483	0.03334877621363251	0.018884638382183707	2161	tags=41%, list=20%, signal=33%
BP	GO:0014741	negative regulation of muscle hypertrophy	24	0.49736393955607483	1.6884220798223848	0.01170991799682786	0.03335396422832727	0.018887576234559594	2405	tags=42%, list=22%, signal=32%
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	74	0.346351890993342	1.5239806591982583	0.011797946580863418	0.033589935783829065	0.01902120145263615	1245	tags=26%, list=12%, signal=23%
MF	GO:0004620	phospholipase activity	50	0.39041592780428835	1.5834336512169793	0.011829209279064222	0.03366415288903652	0.019063228877709764	2511	tags=42%, list=23%, signal=32%
CC	GO:0016234	inclusion body	57	-0.38783931002984273	-1.5624861475259262	0.011900339909591058	0.0338517131756585	0.019169439917210124	3585	tags=51%, list=33%, signal=34%
BP	GO:0034333	adherens junction assembly	79	0.3392522247174712	1.5118022248823901	0.01194889345846704	0.033974914265408704	0.019239205836454637	2563	tags=34%, list=24%, signal=26%
BP	GO:1902992	negative regulation of amyloid precursor protein catabolic process	12	0.6281533149249547	1.7490376501767704	0.011963418485546504	0.03397958445335581	0.019241850455555286	2800	tags=58%, list=26%, signal=43%
BP	GO:1990823	response to leukemia inhibitory factor	72	0.34892835482510837	1.5271867985395693	0.011966267241135487	0.03397958445335581	0.019241850455555286	1150	tags=26%, list=11%, signal=24%
BP	GO:1990830	cellular response to leukemia inhibitory factor	72	0.34892835482510837	1.5271867985395693	0.011966267241135487	0.03397958445335581	0.019241850455555286	1150	tags=26%, list=11%, signal=24%
BP	GO:0007389	pattern specification process	215	0.260575345664496	1.3625391052675722	0.011983209497322652	0.03401278911198019	0.019260653483489758	2582	tags=33%, list=24%, signal=26%
CC	GO:0019866	organelle inner membrane	355	-0.24877160914049573	-1.3210154553445879	0.01201007738548178	0.0340594139077134	0.01928705602376363	3459	tags=35%, list=32%, signal=24%
BP	GO:0031103	axon regeneration	32	0.4498929899199787	1.6445276436807237	0.012010148268383506	0.0340594139077134	0.01928705602376363	2481	tags=41%, list=23%, signal=31%
BP	GO:0022400	regulation of rhodopsin mediated signaling pathway	10	-0.6631609432143802	-1.6953511381839268	0.012045805252448152	0.03414558969197901	0.019335855371383825	2765	tags=80%, list=26%, signal=59%
BP	GO:0071404	cellular response to low-density lipoprotein particle stimulus	16	0.5698528496744897	1.7281770650666708	0.012052645170482374	0.034150039661008214	0.01933837528561966	2742	tags=50%, list=26%, signal=37%
BP	GO:0048812	neuron projection morphogenesis	364	0.23247188537045155	1.2925592725281083	0.012081015186840504	0.034215462592100725	0.0193754227738894	1799	tags=20%, list=17%, signal=17%
BP	GO:0035735	intraciliary transport involved in cilium assembly	36	-0.4456636444872235	-1.6220102008746704	0.012150670449327414	0.03439770402430828	0.0194786218695157	3012	tags=44%, list=28%, signal=32%
BP	GO:0015844	monoamine transport	22	0.5104070798124221	1.6925591483187445	0.01219881715241227	0.034518923645253934	0.019547265728940093	2300	tags=50%, list=21%, signal=39%
BP	GO:0042554	superoxide anion generation	20	0.5276795289163976	1.7045349945069619	0.012213661837176551	0.03454584404404367	0.01956251012630543	2974	tags=60%, list=28%, signal=43%
MF	GO:0016896	exoribonuclease activity, producing 5'-phosphomonoesters	26	-0.49311235551846905	-1.6565715935122707	0.012227777398380412	0.034570679555630486	0.019576573900410635	2829	tags=54%, list=26%, signal=40%
CC	GO:0030496	midbody	139	-0.304279946493852	-1.4369374341247148	0.012250989509441168	0.03462120018368023	0.019605182560154203	3356	tags=42%, list=31%, signal=29%
BP	GO:0072348	sulfur compound transport	21	0.5186653758713955	1.69802502063393	0.012269416115656169	0.03464919030153524	0.019621032714612057	3006	tags=57%, list=28%, signal=41%
CC	GO:0001533	cornified envelope	11	0.6443183196703413	1.74653153450517	0.012271588231793728	0.03464919030153524	0.019621032714612057	2210	tags=55%, list=21%, signal=43%
CC	GO:0005882	intermediate filament	32	0.448928248214817	1.6410011508508793	0.012371612128817535	0.03491639660049548	0.0197723454433605	2424	tags=44%, list=23%, signal=34%
BP	GO:0002689	negative regulation of leukocyte chemotaxis	12	0.6265355443216221	1.7445331102382744	0.012394075049083806	0.034964565223362234	0.01979962221712813	2680	tags=75%, list=25%, signal=56%
BP	GO:0090279	regulation of calcium ion import	21	0.518136331380546	1.6962930161002139	0.012437521013112181	0.035066152407132324	0.019857148682791308	2885	tags=62%, list=27%, signal=45%
BP	GO:0044272	sulfur compound biosynthetic process	129	0.2955954064457411	1.434870816423796	0.012441292573664576	0.035066152407132324	0.019857148682791308	1753	tags=20%, list=16%, signal=17%
BP	GO:0060038	cardiac muscle cell proliferation	38	0.42453883402930886	1.6179699437477921	0.012446319527222893	0.035066152407132324	0.019857148682791308	1337	tags=29%, list=12%, signal=25%
MF	GO:0005109	frizzled binding	13	0.6092936847531613	1.73855581724892	0.012453335928239061	0.03506775343913165	0.01985805531007357	156	tags=23%, list=1%, signal=23%
BP	GO:0043268	positive regulation of potassium ion transport	20	0.5269587458811864	1.7022066875713349	0.012457711175444607	0.03506775343913165	0.01985805531007357	2138	tags=40%, list=20%, signal=32%
BP	GO:0002292	T cell differentiation involved in immune response	40	0.41727968973076185	1.609983529875861	0.012519030761047012	0.03521240172805123	0.019939966280699575	1744	tags=38%, list=16%, signal=32%
BP	GO:0031167	rRNA methylation	12	-0.6265945778588803	-1.694449337619707	0.012519965058862659	0.03521240172805123	0.019939966280699575	2726	tags=58%, list=25%, signal=44%
BP	GO:0045910	negative regulation of DNA recombination	21	-0.5267901461196081	-1.673089065386157	0.012543062045456186	0.03525430381713241	0.01996369446174847	2600	tags=52%, list=24%, signal=40%
BP	GO:0044070	regulation of anion transport	55	0.37723875345413377	1.5618208128818725	0.012545744537393108	0.03525430381713241	0.01996369446174847	2800	tags=49%, list=26%, signal=36%
BP	GO:0010948	negative regulation of cell cycle process	233	-0.2702159563661712	-1.3687739171740618	0.012634982217911412	0.03548967697098654	0.020096980818853	2663	tags=33%, list=25%, signal=26%
BP	GO:0003214	cardiac left ventricle morphogenesis	11	0.642914220583505	1.7427254913462789	0.012659483262109047	0.03554308992134602	0.020127227333627717	2405	tags=55%, list=22%, signal=42%
BP	GO:1902742	apoptotic process involved in development	20	0.5262386727874494	1.699880673921728	0.012674892696655629	0.035570941825174736	0.02014299922068862	2436	tags=50%, list=23%, signal=39%
BP	GO:0031935	regulation of chromatin silencing	14	-0.5966963170102336	-1.6901895422365987	0.012724471847014994	0.03569462232409401	0.020213036618224777	3743	tags=64%, list=35%, signal=42%
BP	GO:0043967	histone H4 acetylation	51	-0.39961600002006303	-1.5726121221222589	0.01274831145571079	0.0357460226019065	0.020242143403223854	3836	tags=61%, list=36%, signal=39%
BP	GO:0055022	negative regulation of cardiac muscle tissue growth	16	0.567058959546709	1.7197041113139524	0.01276502907416807	0.03576194915720237	0.0202511622420415	1289	tags=31%, list=12%, signal=28%
BP	GO:0061117	negative regulation of heart growth	16	0.567058959546709	1.7197041113139524	0.01276502907416807	0.03576194915720237	0.0202511622420415	1289	tags=31%, list=12%, signal=28%
BP	GO:0072091	regulation of stem cell proliferation	41	0.4132997041091382	1.6037613790187184	0.012776657420854239	0.03577905794603953	0.02026085055228944	1496	tags=34%, list=14%, signal=30%
MF	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	374	0.23072181649157933	1.286475237067921	0.012803346572666461	0.03583830919692383	0.020294403161221	1991	tags=24%, list=19%, signal=20%
BP	GO:0061311	cell surface receptor signaling pathway involved in heart development	20	0.5257320547019169	1.698244172582717	0.012815948736205056	0.03585809490958928	0.020305607351336616	1454	tags=40%, list=14%, signal=35%
BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	71	0.3485848811217612	1.5214046726555974	0.012825375585140093	0.03586898307799215	0.020311773068531613	1941	tags=30%, list=18%, signal=24%
CC	GO:0042827	platelet dense granule	14	0.5935324604483313	1.730870695744434	0.012845339100537903	0.0359093172439541	0.02033461337108902	1855	tags=50%, list=17%, signal=41%
BP	GO:1903902	positive regulation of viral life cycle	48	-0.40597708721399994	-1.577185715084799	0.012913668493928424	0.036084765778635695	0.020433965806420408	2728	tags=46%, list=25%, signal=34%
BP	GO:0050954	sensory perception of mechanical stimulus	84	0.33129439955156315	1.493366415421395	0.012965084294481743	0.03621282165010418	0.020506480875936185	2120	tags=33%, list=20%, signal=27%
MF	GO:0060590	ATPase regulator activity	30	0.45721654075315993	1.6451075385743235	0.013017185495459965	0.03633543634232016	0.02057591473185966	2133	tags=43%, list=20%, signal=35%
BP	GO:0008334	histone mRNA metabolic process	20	-0.533112084622763	-1.6707594133600026	0.013020198022664723	0.03633543634232016	0.02057591473185966	1305	tags=55%, list=12%, signal=48%
BP	GO:0071636	positive regulation of transforming growth factor beta production	13	0.6072297951688361	1.732666724135405	0.013052670688770545	0.03640494879668848	0.0206152780222963	1033	tags=46%, list=10%, signal=42%
BP	GO:0032990	cell part morphogenesis	389	0.2288194228537182	1.2808018888193304	0.013056342747454326	0.03640494879668848	0.0206152780222963	1766	tags=20%, list=16%, signal=17%
BP	GO:0046850	regulation of bone remodeling	27	0.4732166693690726	1.65750675262429	0.01316386437969352	0.03668896394856517	0.020776109214538367	455	tags=19%, list=4%, signal=18%
BP	GO:0005976	polysaccharide metabolic process	69	0.3508501114388256	1.5226664413585171	0.013270518760916736	0.03697031881803115	0.020935433950561497	2266	tags=33%, list=21%, signal=26%
MF	GO:0050321	tau-protein kinase activity	17	-0.5604994717674658	-1.6790709269331936	0.013338627446714386	0.03714409362041651	0.0210338385901189	1313	tags=35%, list=12%, signal=31%
BP	GO:0036152	phosphatidylethanolamine acyl-chain remodeling	15	0.5774094016361639	1.7183149908286595	0.013364757150956611	0.037200870420188506	0.02106598997478511	3040	tags=67%, list=28%, signal=48%
BP	GO:0007622	rhythmic behavior	26	0.4787804817266931	1.660754911883024	0.013398292016484657	0.03727820191791351	0.021109781008097222	2324	tags=50%, list=22%, signal=39%
BP	GO:2001024	negative regulation of response to drug	20	0.5237445036645678	1.6918238926383975	0.013413757665724054	0.03730387199154642	0.021124317375329892	1798	tags=50%, list=17%, signal=42%
BP	GO:0007043	cell-cell junction assembly	66	0.3554783987680207	1.5289732055408474	0.013419101685249549	0.03730387199154642	0.021124317375329892	2698	tags=45%, list=25%, signal=34%
BP	GO:0043090	amino acid import	15	0.5771602787377546	1.7175736249802986	0.013424788500661457	0.03730387199154642	0.021124317375329892	2147	tags=60%, list=20%, signal=48%
MF	GO:0019843	rRNA binding	30	-0.46815188923584816	-1.630739298915005	0.013476707896695871	0.037432090514611764	0.021196924550671965	1420	tags=47%, list=13%, signal=41%
BP	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	17	0.553615223353249	1.708694376271911	0.013540091783626123	0.037592028602355304	0.021287493779696326	1744	tags=53%, list=16%, signal=44%
MF	GO:0043178	alcohol binding	45	0.39948894869716717	1.583134203831507	0.01356025886091983	0.03763189611081821	0.021310069824937012	3238	tags=53%, list=30%, signal=37%
MF	GO:0061980	regulatory RNA binding	24	-0.5015411057797161	-1.6503399665166443	0.013600188656488578	0.03772557096607472	0.0213631157225043	3178	tags=62%, list=30%, signal=44%
BP	GO:0048015	phosphatidylinositol-mediated signaling	112	0.30456223145712097	1.4448692270729424	0.013605657306746392	0.03772557096607472	0.0213631157225043	2355	tags=33%, list=22%, signal=26%
BP	GO:0003188	heart valve formation	14	0.5905433842386754	1.7221538946199726	0.013723728719569677	0.038036681823272675	0.021539290584133942	2405	tags=71%, list=22%, signal=56%
BP	GO:0045992	negative regulation of embryonic development	19	0.5313231927162643	1.6922945212242355	0.013746703676449208	0.03808407003992769	0.02156612543196685	2343	tags=58%, list=22%, signal=45%
BP	GO:0043403	skeletal muscle tissue regeneration	26	0.4777540450928666	1.6571944917188264	0.013828895041076372	0.03829540165221149	0.021685797621768886	3370	tags=58%, list=31%, signal=40%
BP	GO:0007005	mitochondrion organization	348	-0.24803268472142048	-1.314450147142241	0.013860608120538957	0.03836682640798481	0.02172624380413175	2822	tags=30%, list=26%, signal=23%
BP	GO:0045577	regulation of B cell differentiation	19	0.5307513349733572	1.6904731218603308	0.013943532495767063	0.03857988495839905	0.021846893918937474	2275	tags=47%, list=21%, signal=37%
MF	GO:0031625	ubiquitin protein ligase binding	214	-0.2734568878280869	-1.3706199487706558	0.013975099682643015	0.03865072383419835	0.021887008331061636	2243	tags=28%, list=21%, signal=22%
BP	GO:0002704	negative regulation of leukocyte mediated immunity	26	0.4770746365064477	1.654837814305826	0.014027288057642189	0.03877850964740673	0.021959370472849234	3145	tags=54%, list=29%, signal=38%
BP	GO:0060413	atrial septum morphogenesis	14	0.5896982673751031	1.719689348683375	0.01403427050407586	0.03878126774687061	0.02196093232059632	1141	tags=43%, list=11%, signal=38%
BP	GO:0003071	renal system process involved in regulation of systemic arterial blood pressure	14	0.5894939397209147	1.7190934844762216	0.014094160705373482	0.03893016256215693	0.022045248000597636	2069	tags=57%, list=19%, signal=46%
